original_tweet,cleaned_tweet,sentiment
USER Ya ntar di rt di rw di lurah di camat di bupati sampai di gubernur sekalian ð???ð???,pengguna ya nanti di rt di rukun warga di lurah di camat di bupati sampai di gubernur sekalian ??????,negative
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,negative
"Apapun hasilnya nanti, kita harus terus kedepankan semangat persatuan dan kesatuan utk kebangkitan Indonesia. Yang penting #2019GantiPresiden dan kalau bisa #2019GantiSistem agar tidak boleh lagi terjadi demokrasi yang barbar seperti sekarang ini.","apapun hasilnya nanti, kita harus terus kedepankan semangat persatuan dan kesatuan untuk kebangkitan indonesia. yang penting #2019gantipresiden dan kalau bisa #2019gantisistem agar tidak boleh lagi terjadi demokrasi yang barbar seperti sekarang ini.",negative
OmMakarOm yanga Makar jelas Megawati... membiarkan cina-cina korup BLBI berada di PDIP ! Lengserkan Jokowi,om makar om ya tidak makar jelas megawati... membiarkan cina-cina korup bantuan likuiditas bank indonesia berada di partai demokrasi indonesia perjuangan ! lengserkan jokowi,negative
"USER katholik ya? berdoa pake rosario, sucikan diri sebelum masuk katerdral, terus puasa paskah kan ini?'","pengguna katolik ya? berdoa pakai rosario, sucikan diri sebelum masuk katerdral, terus puasa paskah kan ini?'",negative
"pendatang Portugis ini mendirikan sekolah yang bertujuan memberikan pendidikan baca, tulis, dan hitung sekaligus mempermudah penyebaran agama katolik.'","pendatang portugis ini mendirikan sekolah yang bertujuan memberikan pendidikan baca, tulis, dan hitung sekaligus mempermudah penyebaran agama katolik.'",negative
Tim seniman yang di pimpin oleh USER mencoba untuk membuat konsep jaket yang dapat mewakili ragam budaya Indonesia.; ; Pada bagian depan mnggambarkan peta Indonesia yang menggunakan nuansa Merah Putih.; Yang bermaknakan negara kita Indonesia memil,tim seniman yang di pimpin oleh pengguna mencoba untuk membuat konsep jaket yang dapat mewakili ragam budaya indonesia.; ; pada bagian depan menggambarkan peta indonesia yang menggunakan nuansa merah putih.; yang bermaknakan negara kita indonesia memilih,negative
RT USER USER Jangan tertipu oleh kepolosan USER . Rezim anti islam. Politic_ID,rt pengguna pengguna jangan tertipu oleh kepolosan pengguna . rezim anti islam. politic_id,negative
"Jika kalian semua kesepian, kamu akan belajar betapa hangat nya memiliki teman-teman."" -Fairy Tai'","jika kalian semua kesepian, kamu akan belajar betapa hangat nya memiliki teman-teman."" -fairy tai'",negative
"USER USER USER Tak perlulah bermusuh dengan orang kafir selagi mereka tidak ganggu agama kita.. Kan baik kita rapat dengan orang kafir, tunjuk perangai baik dan berdakwah Islam dengan mereka...'","pengguna pengguna pengguna tak perlulah bermusuh dengan orang kafir selagi mereka tidak ganggu agama kita.. kan baik kita rapat dengan orang kafir, tunjuk perangai baik dan berdakwah islam dengan mereka...'",negative
USER BBM naik harga sapa yang mau lewat jalan tol? Sapa yang mau naik pesawat? Jadinya sepi jalan tol dan bandara ga bisa balik modal akhirnya dijual yang beli asing dan Aseng \xf0\x9f\x98\x82\xf0\x9f\x98\x82',pengguna bahan bakar minyak naik harga sapa yang mau lewat jalan tol? sapa yang mau naik pesawat? jadinya sepi jalan tol dan bandara tidak bisa balik modal akhirnya dijual yang beli asing dan asing ',negative
Baru nonton tros part siha dan orang2 pada takut sama bong tae gyu gara2 peran dia pas jadi psikopat \xf0\x9f\x98\x82',baru menonton tros part shihab dan orang orang pada takut sama bong tai gyu gara gara peran dia pas jadi psikopat ',negative
Jejak = bekas tapak kaki; bekas langkah; bekas yang menunjukkan adanya perbuatan dan sebagainya yang telah dilakukan; Jejal = berjejal = penuh sesak; penuh hingga berasak-asak; ;,jejak = bekas tapak kaki; bekas langkah; bekas yang menunjukkan adanya perbuatan dan sebagainya yang telah dilakukan; jejal = berjejal = penuh sesak; penuh hingga berasak-asak; ;,negative
"Persis yang diajarkan bebrapa waktu terakhir ""perlakukanlah perempuan secara terhormat, muliahkanlah ia melebihi kemuliaan dirimu""; ; Assikalaibineng, Kitab Kamasutranya Orang Bugis","persis yang diajarkan beberapa waktu terakhir ""perlakukanlah perempuan secara terhormat, muliakanlah ia melebihi kemuliaan dirimu""; ; assikalaibineng, kitab kamasutranya orang bugis",negative
"USER USER Dulu rejim BK kata ibu n bapak saya almarhum, dr rp.1000 menjadi rp.1\n\nOrang2 pada makan nasi jagung'","pengguna pengguna dulu rejim buku kata ibu dan bapak saya almarhum, dari rp.1000 menjadi rp.1 orang orang pada makan nasi jagung'",negative
TRI KAMPANG BGT SI',tri kampang banget si',negative
BACOT!! HOMO!! ANEH!! BANGSAT!! GOBLOK!! PEA!! BAJINGAN!! SENGKLEK!! RADA2!!\nTpi gua sayangghh aghh mhh',bacot!! homo!! aneh!! bangsat!! goblok!! pea!! bajingan!! sengklek!! rada2!! tetapi gue sayang ah mhh',negative
"Presiden USER menggelar rapat kabinet terbatas agenda ke dua, yang membahas percepatan pelaksanaan berusaha di #RakyatB3rsamaJKW","presiden pengguna menggelar rapat kabinet terbatas agenda ke dua, yang membahas percepatan pelaksanaan berusaha di #rakyatb3rsamajkw",negative
USER Oi brengsek lo~ URL,pengguna oi berengsek lo~ uniform resource locator,negative
Detik2 menjelang mendalang SEMALAM SUNTUK di halaman Kemendagri 13 April lalu. Kenapa SEMALAMâ?¦,detik detik menjelang mendalang semalam suntuk di halaman kementerian dalam negeri 13 april lalu. kenapa semalam?,negative
Ada 204 Dugaan Pelanggaran ASN di Pilkada Sulawesi Tenggara,ada 204 dugaan pelanggaran aparatur sipil negara di pilihan kepala daerah sulawesi tenggara,negative
USER Kebijakan dlm pengembalian brng yg cacat/rusak kpd konsumen dlm waktu 7 hr tnpa krumitan #HausMiniQuiz #HausID USER USER USER',pengguna kebijakan dalam pengembalian barang yang cacat/rusak kepada konsumen dalam waktu 7 hari tanpa kerumitan #hausminiquiz #hausid pengguna pengguna user',negative
RT USER: USER gara2 belain terdakwa penista agama jadi remek semua. Sukurin,rt user: pengguna gara gara membela terdakwa penista agama jadi remuk semua. sukurin,negative
"USER USER Betul, demikian karakteristik Hindu. Bahwa islam beda, pasti. Bahwa tdk bisa menilai ajaran islam dr sudut pandang hindu, pun sebaliknya, juga jelas. \nTapi krn ada yg bertanya : ada nggak Hindu Nusantara ? Ada banget. Bahkan bisa dikeci","pengguna pengguna betul, demikian karakteristik hindu. bahwa islam beda, pasti. bahwa tidak bisa menilai ajaran islam dari sudut pandang hindu, pun sebaliknya, juga jelas. tapi karena ada yang bertanya : ada enggak hindu nusantara ? ada banget. bahkan bisa dikeci",negative
Selamat pagi. Selamat dan semangat beraktivitas. Salam 2 periode untuk Pak Jokowi â??â?¤ð???ð???ð???; ; Presiden Joko Widodo (Jokowi) tercatat sudah merampungkan 30 proyek strategis nasional (PSN) yang terhitung sejak 2016-2017. Apa saja?; #T3tapJokowi2019;,selamat pagi. selamat dan semangat beraktivitas. salam 2 periode untuk pak jokowi ????????????; ; presiden joko widodo (jokowi) tercatat sudah merampungkan 30 proyek strategis nasional (psn) yang terhitung sejak 2016-2017. apa saja?; #t3tapjokowi2019;,negative
"USER Haram tuh, unsur najis nya masih tetap ada'","pengguna haram tuh, unsur najis nya masih tetap ada'",negative
Ganyang PKI..ganyang PKI... Ganyang PKI !!!! URL,ganyang pki..ganyang pki... ganyang partai komunis indonesia !!!! uniform resource locator,negative
USER biar makin panas alias babi kaaaaau\n wwkwkwkw\n\njangan becandain mamah gw',pengguna biar makin panas alias babi kaaaaau wkwk jangan bercandai mamah gw',negative
USER USER USER USER USER Siti goblok. Hidup di indon meminta sedekah. Lagi mau buat bising di Malaysia yang makmur dan kaya raya.',pengguna pengguna pengguna pengguna pengguna siti goblok. hidup di indon meminta sedekah. lagi mau buat bising di malaysia yang makmur dan kayak raya.',negative
"Serapat apapun kita menyembunyikan bangkai , lama kelamaan akan tercium juga .'","serapat apapun kita menyembunyikan bangkai , lama kelamaan akan tercium juga .'",negative
"USER Terus sekarang kejadian lagi di aku. Aku sekarang sama yang katolik\xf0\x9f\x98\x82 even mama ngelarang, mungkin takut aku nggak bisa jaga pendirian. But i've told him that, i will do the exact thing that my parents do. If you don't, just for","pengguna terus sekarang kejadian lagi di aku. aku sekarang sama yang katolik even mama ngelarang, mungkin takut aku enggak bisa jaga pendirian. but i've told him that, i will do the exact thing that my parents do. if kamu don't, just for",negative
"USER GUE BERLIPAT LIPAT.\n\nOGT LIDER KESAYANGAN YA, SKRG PADA KEMANA NICH PERGI KEBULAN NAEK ONTA?!'","pengguna gue berlipat lipat. ogt pemimpin kesayangan ya, sekarang pada kemana nih pergi ke bulan naik onta?!'",negative
USER Bilangin sama mak Srimulyani ajah pak supaya THR si sontoloyo ini gak ditransfer',pengguna bilang sama mak sri mulyani saja pak supaya tunjangan hari raya sih sontoloyo ini tidak ditransfer',negative
Teman tapi kampret semua ini namanya :(( URL,teman tapi kampret semua ini namanya :(( uniform resource locator,negative
"5. Presiden USER: Airport Kertajati yang bisa menampung kurang lebih 5,6 juta penumpang (tahap pertama) ini merupakan airport terbesar setelah Soekarno-Hatta #JokowiSelesaikanKertajati","5. presiden user: airport kertajati yang bisa menampung kurang lebih 5,6 juta penumpang (tahap pertama) ini merupakan airport terbesar setelah soekarno-hatta #jokowiselesaikankertajati",negative
USER Nitip mulu lo kacrut',pengguna menitip mulu kamu kacrut',negative
"USER pernah, bentuknya mirip titit bocah tk'","pengguna pernah, bentuknya mirip titit bocah tk'",negative
USER USER USER modar jha lu-_',pengguna pengguna pengguna modar jiah lu-_',negative
"Apalagi si Ruben idih banget dah, kemaren kemarwn blg ke Nikita gausa ladenin orang sarap. Sekarang gaada Nikita belain Lucinta yeuh dasar pantat wajan'","apalagi sih ruben idih banget dah, kemarin kemarin bilang ke nikita enggak usah meladeni orang sarap. sekarang tidak ada nikita membela lucinta jijik dasar pantat wajan'",negative
"USER Sebenernya siapa sih yang mempunyai hak untuk menyatakan bahwa orang itu kafir? Dan jika semua orang mempunyai hak, apa kriteria kafir itu?'","pengguna sebenarnya siapa sih yang mempunyai hak untuk menyatakan bahwa orang itu kafir? dan jika semua orang mempunyai hak, apa kriteria kafir itu?'",negative
Jika Wagub kyk gini Lengserkan PencitraanMeikarta USER USER USER USER USER USER USER,jika wakil gubernur kayak begini lengserkan pencitraan meikarta pengguna pengguna pengguna pengguna pengguna pengguna pengguna,negative
pokonya harry next tour harus ke jakarta kalo ga titit nya gua sunat',pokoknya harry next tour harus ke jakarta kalau tidak titit nya gue sunat',negative
USER makasih maho',pengguna terima kasih maho',negative
Perbedaan mendsr masy oposisi &amp; pro rejim adl masy yg pro rejim sgt yakin bhw org yg gemar ingkar janji itu adl org yg sgt amanah.',perbedaan mendasar masyarakat oposisi &amp; pro rejim adalah masyarakat yang pro rejim sangat yakin bahwa orang yang gemar ingkar janji itu adalah orang yang sangat amanah.',negative
"Ya Allah, seorang hafidz nan mujahid saja bisa Kau angkat nikmat imannya berbalik murtad jika sudah ditetapkan murtad.\nApalagi hamba yang banyak cacat ini. Tak\npunya amal andalan.'","ya allah, seorang hafiz nan mujahid saja bisa kamu angkat nikmat imannya berbalik murtad jika sudah ditetapkan murtad. apalagi hamba yang banyak cacat ini. tak punya amal andalan.'",negative
USER USER okokok',pengguna pengguna okokok',negative
"RT USER: USER untuk gw gak goblok:""&gt;'","rt user: pengguna untuk gue tidak goblok:""&gt;'",negative
RT USER: gangerti lagi sama TNI yg mau maunya ngewe Banci :(\nMnding buat tania aja itu TNI nya:* tania ksh memek URL,rt user: enggak mengerti lagi sama tentara nasional indonesia yang mau maunya ngewe banci :( lebih baik buat tania saja itu tentara nasional indonesia nya:* tania kasih memek uniform resource locator,negative
"Nyalinya Gubernur Indonesia teruji kembali,Beliau berani melawan konglomerat2 hitam, sdgkan Gubernur sblmnya hanya berani pada rakyat kecil yg tdk berdaya #2019GantiPresiden;","nyalinya gubernur indonesia teruji kembali,beliau berani melawan konglomerat konglomerat hitam, sedangkan gubernur sebelumnya hanya berani pada rakyat kecil yang tidak berdaya #2019gantipresiden;",negative
USER Bangkai qm naq^_^',pengguna bangkai kamu naq^_^',negative
USER Melatih bangsa ini biar terbiasa kalau ada bom. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',pengguna melatih bangsa ini biar terbiasa kalau ada bom. ',negative
"USER Sumpah gw ngak bohong ya, gw kan kerja di pabrik feronikel milik rusia tp yg kerja kebanyakan org cina , gw jijik tuh ama joroknya mereka BAB ngak disiram, makan babi,ular,kadal. Dan paling bikin gw jengkel bau badannya masya allah ngak taha","pengguna sumpah gue tidak bohong ya, gue kan kerja di pabrik feronikel milik rusia tetapi yang kerja kebanyakan orang cina , gue jijik itu sama joroknya mereka bab tidak disiram, makan babi,ular,kadal. dan paling bikin gue jengkel bau badannya masya allah tidak taha",negative
USER gua mendadak budek',pengguna gue mendadak budek',negative
"USER USER HALO HANI BANI SWITI!\n\nKarena Keela akunnya sedanq sakit kita syoppinknya berduaan ia&gt;&lt;\n\nKeela nunty cekeu cekeu sini ia?!\n\nMonggo, perkamennya suda siap Hani?!'","pengguna pengguna halo hani bani switi! karena keela akunnya sedang sakit kita syoppinknya berduaan ia&gt;&lt; keela bibi cekeu cekeu sini ia?! monggo, perkamennya sudah siap hani?!'",negative
RT USER: Aku tak tau sukmawati\nYang kutau seorang pembaca puisi tak bernurani\nAku tak kenal sukmawati\nYang kukenal Iblis sedang m\xe2\x80\xa6',rt user: aku tak tau sukmawati yang aku tau seorang pembaca puisi tak bernurani aku tak kenal sukmawati yang aku kenal iblis sedang m',negative
PakDhe USER Berani Tidak Untuk Test DNA..?Agar Kami2 Yg Anti Pemerintah Percaya Klo PakDhe Bukan Keturunan Komunis..,pakde pengguna berani tidak untuk tes dna..?agar kami kami yang anti pemerintah percaya kalau pakde bukan keturunan komunis..,negative
USER USER USER USER USER USER USER USER hihihihi ciri khasnya cebong kacung klo udh dongok ya gini neh \xf0\x9f\x91\x86\xf0\x9f\x91\x86',pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna hihi ciri khasnya cebong kacung kalau sudah dungu ya begini nih ',negative
"Ape tu ayat ringkas?\nBahasa makhluk aseng eaa?\n"" X "" "" gn "" "" assalam "" "" wassalam ""\n\nHahaha makin mengarut cara hidup korang ni'","apa itu ayat ringkas? bahasa makhluk asing eaa? "" x "" "" begini "" "" assalam "" "" wassalam "" haha makin mengarut cara hidup korang ni'",negative
"sange hm, mas mainin memek adek dong sayang'","sange hm, mas mainkan memek adik dong sayang'",negative
USER pdhl gampang yak klo gak mau disebut kafir ya udh syahadat aja',pengguna padahal gampang ya kalau tidak mau disebut kafir ya sudah syahadat aja',negative
Sisternet dan Kemendes PDTT Dorong Pemanfaatan Internet Tingkatkan Ekonomi Pedesaan,sisternet dan kementerian pedesaan pembangunan daerah tertinggal dan transmigrasi dorong pemanfaatan internet tingkatkan ekonomi pedesaan,negative
Garuda sengaja di bangkrutkan biar bisa dikuasai Asing/Aseng (cina laknat). lengserkan USER . Garuda Bangkrut,garuda sengaja di bangkrutkan biar bisa dikuasai asing/aseng (cina laknat). lengserkan pengguna . garuda bangkrut,negative
USER Cukup Satu Periode Saja Indonesia Menjadi Negara Yang Gagal..; - Gagal Ciptakan 10jt Lap.pekerjaan; - Gagal Tdk Bagi2 Kekuasaan; - Gagal Tdk Akan Hutang Lagi; - Gagal Tdk Menaikan BBM; - USER Gagal Potong Kuping; insyaAllah; #2019G,pengguna cukup satu periode saja indonesia menjadi negara yang gagal..; - gagal ciptakan sepuluh juta lap.pekerjaan; - gagal tidak bagi bagi kekuasaan; - gagal tidak akan hutang lagi; - gagal tidak menaikkan bbm; - pengguna gagal potong kuping; insyaallah; #2019g,negative
USER OMOJY akun isi giveaway keakehan cocot harusnya aq memang disini sejak awal',pengguna omojy akun isi giveaway kebanyakan cocot harusnya aku memang di sini sejak awal',negative
"USER Sumpah ya paling gasuka sama orang norak gini. \nKalau pengen berisik, sewa aja tuh satu studio! Gatau diri. Udik ew'","pengguna sumpah ya paling tidak suka sama orang norak gini. kalau ingin berisik, sewa saja itu satu studio! tak tau diri. udik ew'",negative
